Name,Formula,Area_Blank,Area_1_2,Area_1_1,Area_100_2,Area_100_1,Area_25_2,Area_25_1,Area_873_2,Area_873_1,Area_50_2,Area_50_1,Area_Std1,Area_Std2,Area_Std3,Group_Area_NaCl_1,Group_Area_NaCl_25,Group_Area_NaCl_50,Group_Area_NaCl_100,Group_Area_NaCl_400,Group_Area_Std1,Group_Area_Std2,Group_Area_Std3,Ratio_NaCl_1,Ratio_NaCl_25,Ratio_NaCl_50,Ratio_NaCl_100,Ratio_NaCl_400,Ratio_Std1,Ratio_Std2,Ratio_Std3
Mitotane,C14 H10 Cl4,424809.437,30667.07623,36454.03487,28502403.25,48623862.85,7470642.284,6321468.781,63353126.04,64266353.08,13624318.07,19294738.89,24632852.43,51918032.41,66147292.28,33560.55555,6896055.533,16459528.48,38563133.05,63809739.56,24632852.43,51918032.41,66147292.28,2.243,460.942,1100.177,2577.612,4265.129,1646.493,3470.271,4421.374
DL-Lactic Acid,C3 H6 O3,370335.76,1893120.45,1917759.972,1621033.938,2090296.728,1892417.589,2442445.225,23177327.89,67512879.88,1870007.501,1834416.017,1651451.277,2230728.064,13385073.32,1905440.211,2167431.407,1852211.759,1855665.333,45345103.88,1651451.277,2230728.064,13385073.32,2.062,2.346,2.005,2.008,49.078,1.787,2.414,14.487
,C4 H2 N2 O11 P2,11908.70149,20054.00285,21671.26831,26864.53218,27594.80221,21698.16206,21368.27029,68635730.67,306593.0151,23346.29633,23732.80177,10522666.64,12717.11555,14449.80928,20862.63558,21533.21618,23539.54905,27229.66719,34471161.84,10522666.64,12717.11555,14449.80928,1.784,1.841,2.013,2.328,2947.267,899.683,1.087,1.235
,C5 H9 N2 O8 P,12416.37431,26561831.39,28958241.16,68901580.48,67676043.19,33813509.39,32395886.5,15032.82063,23966.72473,33703411.8,45067384.89,118426.7889,848912.6514,253609.6555,27760036.28,33104697.95,39385398.34,68288811.84,19499.77268,118426.7889,848912.6514,253609.6555,2270.182,2707.262,3220.889,5584.575,1.595,9.685,69.423,20.74
,C2 H6 N O4 P,39775.82111,128218940.3,66168293,38345530.64,64837332.42,115312072.1,109738350.8,489272.4107,650858.2046,81812690.93,107160178.9,32674718.24,68781675.13,68942568.97,97193616.67,112525211.5,94486434.93,51591431.53,570065.3076,32674718.24,68781675.13,68942568.97,2476.861,2867.569,2407.872,1314.745,14.527,832.676,1752.818,1756.918
DL-Mevalonic acid,C6 H12 O4,19391.53031,56679763.88,69019965.64,45044218.27,67676814.94,46661604.17,42301738.57,110519414.9,56508133.29,43226825.01,45515876.63,63678.70246,44986.05269,36434.50217,62849864.76,44481671.37,44371350.82,56360516.61,83513774.1,63678.70246,44986.05269,36434.50217,2983.263,2111.39,2106.153,2675.237,3964.107,3.023,2.135,1.729
Mannitol 1-phosphate,C6 H15 O9 P,35810.94045,26596313.73,28715871.15,69025293.64,56875990.86,12847110.88,71997053.86,95990.3156,123550.3876,46660973.11,29985202.72,179366.6265,43785.30224,42258.06861,27656092.44,42422082.37,38323087.92,62950642.25,109770.3516,179366.6265,43785.30224,42258.06861,784.212,1202.914,1086.684,1785.019,3.113,5.086,1.242,1.198
,C4 H2 N2 O P2 S,52613.41289,81704.62259,81740.04937,14523618.7,39498313.29,71948.02403,69901.67667,6449413.725,69063719.77,3966642.329,892638.2191,1599924.622,425092.9679,403579.6274,81722.33598,70924.85035,2429640.274,27010965.99,37756566.75,1599924.622,425092.9679,403579.6274,0.13,0.113,3.865,42.971,60.065,2.545,0.676,0.642
,C11 H19 N2 O6 P S,42385.6796,213941.7692,229234.8374,14972475.55,3906849.579,2567795.794,2588310.814,189345.255,663228.3222,8085821.496,7164803.991,114240986.3,38192153.8,834583.7936,221588.3033,2578053.304,7625312.744,9439662.564,426286.7886,114240986.3,38192153.8,834583.7936,5.452,63.429,187.609,232.249,10.488,2810.727,939.66,20.534
,C9 H18 N2 O8 P2 S,28640.57109,190928.2849,221790.1494,10870704.92,3764026.46,5916334.708,6932404.945,118228.4833,380884.2252,8978144.918,7408768.468,61433529.93,17700804.97,779770.007,206359.2171,6424369.827,8193456.693,7317365.69,249556.3543,61433529.93,17700804.97,779770.007,7.625,237.384,302.752,270.38,9.221,2270.001,654.054,28.813
,C8 H O6 P S,292078.9653,100621.8106,100665.4398,8740855.345,17258795.82,88606.25281,86086.11172,8254465.727,46752276.57,1898059.492,1155051.529,1041871.573,357468.4145,1188099.268,100643.6252,87346.18227,1526555.51,12999825.58,27503371.15,1041871.573,357468.4145,1188099.268,0.493,0.428,7.482,63.714,134.799,5.106,1.752,5.823
Hexitol,C6 H14 O6,22538.24182,5534824.359,5277227.31,2123967.614,2436666.629,3576922.093,60417202.63,17764978.96,66094521.73,4785029.574,2451909.433,598505.7075,219225.2588,307448.4571,5406025.834,31997062.36,3618469.503,2280317.122,41929750.34,598505.7075,219225.2588,307448.4571,254.113,1504.038,170.088,107.187,1970.929,28.133,10.305,14.452
N-Acetyl-L-glutamic acid,C7 H11 N O5,38362.63022,16234162.48,20931267.93,28776937.69,61261890.74,59611439.37,60631935.7,648812.3458,1226803.748,20753008.54,48464247.52,58976381.86,2442948.75,214217.1422,18582715.2,60121687.54,34608628.03,45019414.22,937808.0471,58976381.86,2442948.75,214217.1422,399.471,1292.432,743.979,967.779,20.16,1267.811,52.516,4.605
ophthalmic acid,C11 H19 N3 O6,5539.482793,20227530.87,18019721.85,47880998.55,43553907.67,20739456.48,26426824.6,134205.3136,562694.7673,35723349.99,35771048.81,212745.7926,6315.344434,6201.971211,19123626.36,23583140.54,35747199.4,45717453.11,348450.0404,212745.7926,6315.344434,6201.971211,3203.675,3950.752,5988.529,7658.791,58.374,35.64,1.058,1.039
,C11 H22 N O10 P,26947.75645,30227.73657,33085.69617,28087.51687,46095.96497,28002.26026,28892.33422,26179.72339,26596.71679,28827.37094,28735.24377,48222045.93,31563.44759,27714.34062,31656.71637,28447.29724,28781.30735,37091.74092,26388.22009,48222045.93,31563.44759,27714.34062,1.2,1.078,1.091,1.406,1,1827.556,1.196,1.05
,C8 H15 O P3,11735.66421,3288029.106,3236665.207,10315311.86,20398689.3,8334029.204,48386524.65,14572668.57,27782561.23,11421016.97,10963351.29,1673201.694,16939709.51,52620846.94,3262347.156,28360276.93,11192184.13,15357000.58,21177614.9,1673201.694,16939709.51,52620846.94,276.071,2399.946,947.122,1299.563,1792.124,141.592,1433.498,4452.96
,C3 H11 O P3,17138.30265,140956.1785,201732.0455,77165.76511,304010.6186,303579.0401,330583.8821,76113.53151,239285.0888,108988.3285,69829.79249,48530112.15,18578162.22,1345527.057,171344.112,317081.4611,89409.06051,190588.1919,157699.3102,48530112.15,18578162.22,1345527.057,9.769,18.078,5.098,10.866,8.991,2766.874,1059.207,76.713
ribulose 5-phosphate,C5 H11 O8 P,9907.886019,947878.1172,714809.6547,50190393.83,289475.5357,35860465.83,36618335.76,58599.61321,77694.37087,734996.1305,4273978.241,672484.4619,166977.9412,27923.79619,831343.886,36239400.8,2504487.186,25239934.68,68146.99204,672484.4619,166977.9412,27923.79619,87.138,3798.46,262.51,2645.543,7.143,70.487,17.502,2.927
2-Bromo-1H-indole-3-carbaldehyde,C9 H6 Br N O,20330.88199,40495364.5,44293898.24,10717889.59,9556063.282,23483998.83,22386542.98,222600.2974,492956.9583,14855556.52,14124882.12,51553088.64,7161733.304,1378231.548,42394631.37,22935270.9,14490219.32,10136976.44,357778.6279,51553088.64,7161733.304,1378231.548,2041.935,1104.676,697.92,488.247,17.232,2483.051,344.944,66.382
,C4 H13 N2 O P3,26299.46402,29370.27121,30067.41933,40540.853,50478.4415,30537.73345,34337.69196,50288992.95,96592330.83,35948.51769,33809.3143,614540.1776,40305.84496,27557.19425,29718.84527,32437.71271,34878.916,45509.64725,73440661.89,614540.1776,40305.84496,27557.19425,1.144,1.248,1.342,1.751,2826.128,23.649,1.551,1.06
,C5 H2 Cl O14 P3 S4,14193.36178,51519295.5,50989127.29,63086.96245,64082.07959,908025.0823,1451764.181,86193.50946,81243.22844,63811.50747,63058.36535,59868.27719,63429.69424,55762.42716,51254211.4,1179894.631,63434.93641,63584.52102,83718.36895,59868.27719,63429.69424,55762.42716,3671.937,84.53,4.545,4.555,5.998,4.289,4.544,3.995
6-Deoxy-alpha-D-arabino-hexopyranos-3-ulose,C6 H10 O5,68144.5669,30936981.67,20641468.3,18627414.52,19756422.53,29286630.7,35420553.91,12874305.88,13688341.37,18491584.68,27145115.91,4574458.728,41854172.47,51704428.77,25789224.98,32353592.3,22818350.3,19191918.52,13281323.62,4574458.728,41854172.47,51704428.77,553.059,693.834,489.348,411.578,284.823,98.101,897.578,1108.82
"N-Acetyl-1,6-anhydro-Î²-muramic acid",C11 H17 N O7,22527.75796,52314489.34,41415761.15,1810813.569,1815690.885,16500532.47,20014669.22,156684.8497,200151.3607,30052217.58,32706126.69,83095.83646,26386.37873,207433.0752,46865125.25,18257600.84,31379172.14,1813252.227,178418.1052,83095.83646,26386.37873,207433.0752,2128.705,829.296,1425.303,82.361,8.104,3.774,1.199,9.422
,C4 H5 N O,87322.84502,9022628.159,8168167.493,12899583.6,3188374.113,6020477.778,6473228.673,274023.237,1192681.968,9625716.148,9677938.817,53581087.17,23479530.75,2202993.906,8595397.826,6246853.226,9651827.482,8043978.858,733352.6024,53581087.17,23479530.75,2202993.906,84.073,61.101,94.406,78.679,7.173,524.085,229.657,21.548
2-Oxobutyric acid,C4 H6 O3,64183.44388,34257946.48,27548620.62,24972302.26,23872990.46,38822489.75,42948382.86,16491829.37,15552808.07,25284273.09,33721782.65,13324474.84,53677544.16,64785924.89,30903283.55,40885436.31,29503027.87,24422646.36,16022318.72,13324474.84,53677544.16,64785924.89,176.768,233.866,168.758,139.698,91.648,76.216,307.037,370.578
,C3 H5 O11 P3,18655.74132,96427.55121,84598.29516,28737569.38,53373367.68,12134668.47,10217854.21,25530859.41,46580803.95,25169134.1,19026356.77,43625461.06,54222678.72,54524984.63,90512.92319,11176261.34,22097745.44,41055468.53,36055831.68,43625461.06,54222678.72,54524984.63,5.028,620.863,1227.573,2280.711,2002.971,2423.479,3012.175,3028.969
,C3 H N2 O P3,22363.74036,167410.578,90982.90877,31294445.27,55753896.6,20560409.28,17226945.4,18559232.88,34052228.64,25401089.71,26604932.2,38277478.61,44374026.16,49792147.06,129196.7434,18893677.34,26003010.96,43524170.94,26305730.76,38277478.61,44374026.16,49792147.06,6.673,975.927,1343.15,2248.182,1358.787,1977.171,2292.08,2571.946
L-Proline,C5 H9 N O2,86915.35429,48440511.98,56030101.09,45128982.09,23632316.85,32002611.76,38240847.2,970027.3777,7471376.913,36328054.78,36855297,205942.4749,251941.8298,173462.2789,52235306.53,35121729.48,36591675.89,34380649.47,4220702.145,205942.4749,251941.8298,173462.2789,113.344,76.21,79.4,74.602,9.158,0.447,0.547,0.376
,C6 H3 O15 P S,18057.12421,93333.42696,81883.7428,31801309.22,42067207.78,7129205.641,6035269.52,26812113.26,44048884.05,17957791.7,13126277.59,37754722.04,56092826.48,52398677.06,87608.58488,6582237.581,15542034.65,36934258.5,35430498.65,37754722.04,56092826.48,52398677.06,5.028,377.778,892.013,2119.788,2033.482,2166.878,3219.367,3007.346
Glycerol 3-phosphate,C3 H9 O6 P,21152.80462,46576.71689,50387.81886,41138551.81,57306034.67,14577830.59,63885.70866,316891.4389,440342.3114,86626.33355,2801911.508,97052.03817,28616.16494,25093.27978,48482.26787,7320858.147,1444268.921,49222293.24,378616.8751,97052.03817,28616.16494,25093.27978,2.341,353.438,69.727,2376.365,18.279,4.685,1.382,1.211
6-Phosphonoglucono-D-lactone,C6 H11 O9 P,27002.98778,142141.1748,105223.395,64847.72683,164628.5262,73134.4545,78490.22264,25608.56732,42208.54048,78531.28516,77077.13476,247733554.3,57830472.46,4656562.283,123682.2849,75812.33857,77804.20996,114738.1265,33908.5539,247733554.3,57830472.46,4656562.283,4.729,2.899,2.975,4.387,1.296,9471.5,2211.01,178.033
vinylglycine,C4 H7 N O2,347026.8235,17549441.75,17705824.66,25027704.76,8400417.602,10717342.19,12874480.45,609659.4856,1499071.441,17761609.86,18016193.4,112482918.8,46013001.12,3063786.374,17627633.21,11795911.32,17888901.63,16714061.18,1054365.463,112482918.8,46013001.12,3063786.374,26.674,17.85,27.069,25.292,1.595,170.209,69.627,4.636
g-Glutamylcysteine,C8 H14 N2 O5 S,7574.837956,20662372.88,26499885.89,59998344.1,65572298.88,20023224.49,17738415.31,45097.69784,178747.2447,57260806.61,37754137.23,14920.70184,7363.622303,7601.380025,23581129.39,18880819.9,47507471.92,62785321.49,111922.4713,14920.70184,7363.622303,7601.380025,3265.622,2614.702,6579.05,8694.796,15.5,2.066,1.02,1.053
,C31 H61 N5 O6,36360.46472,1348167.735,2594618.232,5160372.909,2878158.602,1792829.094,3061833.992,3920901.675,7170374.923,1601356.385,1334666.027,180927.9436,62376.15119,47069.19749,1971392.983,2427331.543,1468011.206,4019265.755,5545638.299,180927.9436,62376.15119,47069.19749,64.798,79.785,48.252,132.11,182.281,5.947,2.05,1.547
